XM_011421147.3	sp	O88801	HOME2_RAT	51.449	276	92	5	2215	3039	3	237	1.16e-68	239
XM_011421148.3	sp	O88801	HOME2_RAT	56.846	241	97	3	2232	2951	3	237	1.58e-72	250
XM_011421149.3	sp	O88801	HOME2_RAT	51.449	276	92	5	1371	2195	3	237	1.50e-69	241
XM_011421150.3	sp	O88801	HOME2_RAT	51.449	276	92	5	289	1113	3	237	1.17e-69	241
XM_011421151.3	sp	O88801	HOME2_RAT	51.095	274	93	4	168	986	1	234	1.80e-69	240
XM_011421153.3	sp	O88801	HOME2_RAT	51.079	278	94	5	336	1166	1	237	1.06e-69	241
XM_011421154.3	sp	O88801	HOME2_RAT	51.449	276	92	5	139	963	3	237	9.10e-70	241
XM_011421155.3	sp	O88801	HOME2_RAT	51.439	278	93	5	102	932	1	237	5.39e-71	244
XM_011421156.3	sp	O88801	HOME2_RAT	51.449	276	92	5	25	849	3	237	4.75e-70	242
XM_011421157.3	sp	O15945	ARNT_DROME	69.870	385	109	4	830	1969	8	390	0.0	578
XM_011421158.3	sp	O15945	ARNT_DROME	69.870	385	108	5	388	1524	8	390	0.0	575
XM_011421159.3	sp	O15945	ARNT_DROME	69.870	385	109	4	246	1385	8	390	0.0	579
XM_011421160.3	sp	O15945	ARNT_DROME	69.870	385	109	4	246	1385	8	390	0.0	579
XM_011421161.3	sp	Q9Z160	COG1_MOUSE	36.848	920	541	18	151	2832	17	922	0.0	578
XM_011421162.3	sp	Q9Z160	COG1_MOUSE	36.848	920	541	18	152	2833	17	922	0.0	578
XM_011421164.3	sp	H2FLJ1	STML1_CAEEL	67.596	287	93	0	150	1010	35	321	1.14e-141	409
XM_011421167.3	sp	C0HBB2	GLMP_SALSA	28.792	389	253	12	173	1327	30	398	1.68e-46	173
XM_011421168.3	sp	Q6PUR6	GPN2_DANRE	66.441	295	99	0	106	990	11	305	3.88e-137	400
XM_011421169.3	sp	P08472	M130_STRPU	26.645	304	209	6	750	1625	415	716	2.50e-22	105
XM_011421170.3	sp	P38287	CSH1_YEAST	34.694	196	107	4	486	1052	62	243	1.02e-26	117
XM_011421171.3	sp	P25789	PSA4_HUMAN	85.965	228	32	0	116	799	1	228	1.93e-147	419
XM_011421186.3	sp	Q7Z443	PK1L3_HUMAN	30.323	310	205	3	1569	2495	669	968	1.33e-32	143
XM_011421189.3	sp	Q8TCT0	CERK1_HUMAN	46.187	459	222	8	365	1678	81	535	4.44e-124	391
XM_011421192.3	sp	P29774	ETS3_DROME	74.126	143	36	1	421	846	313	455	4.37e-55	201
XM_011421197.3	sp	Q1LUT1	EDC4_DANRE	38.686	548	291	12	347	1924	76	600	3.47e-110	387
XM_011421197.3	sp	Q1LUT1	EDC4_DANRE	41.501	453	255	5	2924	4270	931	1377	3.13e-88	321
XM_011421198.3	sp	Q1LUT1	EDC4_DANRE	38.686	548	291	12	396	1973	76	600	2.97e-110	388
XM_011421198.3	sp	Q1LUT1	EDC4_DANRE	41.501	453	255	5	2973	4319	931	1377	2.43e-88	321
XM_011421200.3	sp	Q1LUT1	EDC4_DANRE	38.686	548	291	12	347	1924	76	600	2.23e-110	388
XM_011421200.3	sp	Q1LUT1	EDC4_DANRE	41.501	453	255	5	2882	4228	931	1377	2.59e-88	321
XM_011421209.3	sp	Q5NDE3	PMGT2_TETNG	33.268	508	299	14	289	1725	68	564	5.62e-85	279
XM_011421226.3	sp	Q5M7K0	TIM22_XENTR	50.549	182	83	3	100	627	6	186	2.25e-29	112
XM_011421232.3	sp	B0FYY4	ITB1_SHEEP	40.605	793	423	18	197	2485	24	798	0.0	551
XM_011421235.3	sp	Q2KHV4	PARL_BOVIN	34.799	273	156	3	395	1156	96	365	2.54e-47	169
XM_011421257.3	sp	O01393	UNC9_CAEEL	40.533	375	211	2	1333	2457	20	382	3.08e-84	283
XM_011421258.3	sp	O01393	UNC9_CAEEL	40.533	375	211	2	451	1575	20	382	1.52e-85	283
XM_011421259.3	sp	O01393	UNC9_CAEEL	40.533	375	211	2	1156	2280	20	382	2.17e-84	283
XM_011421260.3	sp	Q03412	UNC7_CAEEL	34.908	381	235	5	300	1430	127	498	1.06e-68	238
XM_011421262.3	sp	Q03412	UNC7_CAEEL	34.908	381	235	5	881	2011	127	498	1.58e-67	238
XM_011421264.3	sp	Q03412	UNC7_CAEEL	34.908	381	235	5	822	1952	127	498	1.28e-67	238
XM_011421266.3	sp	Q03412	UNC7_CAEEL	34.908	381	235	5	210	1340	127	498	6.91e-69	238
XM_011421269.3	sp	Q04799	FMO5_RABIT	56.064	503	215	4	180	1682	4	502	0.0	579
XM_011421293.3	sp	Q8TB61	S35B2_HUMAN	52.887	433	190	9	140	1429	1	422	5.26e-132	407
XM_011421306.3	sp	Q8NFH3	NUP43_HUMAN	41.910	377	205	5	91	1194	5	376	2.42e-93	301
XM_011421310.3	sp	Q8R035	ICT1_MOUSE	42.775	173	91	2	117	632	37	202	1.70e-37	135
XM_011421311.3	sp	P61208	ARL4C_MOUSE	55.191	183	81	1	395	940	8	190	4.62e-60	206
XM_011421313.3	sp	P27435	TRYB1_RAT	36.531	271	143	9	1789	2595	29	272	2.24e-41	157
XM_011421314.3	sp	Q02844	TRYB1_MOUSE	38.043	276	129	11	1773	2573	23	265	4.06e-41	156
XM_011421315.3	sp	P27435	TRYB1_RAT	37.453	267	141	9	1794	2585	29	272	7.61e-42	158
XM_011421316.3	sp	Q5U2V4	PLBL1_RAT	51.807	498	223	6	221	1693	60	547	2.25e-177	523
XM_011421317.3	sp	Q0VA03	SUZ12_XENTR	41.838	631	324	14	140	1924	24	647	2.26e-153	486
XM_011421319.3	sp	C3YWU0	FUCO_BRAFL	58.352	437	176	3	157	1464	17	448	1.51e-178	531
XM_011421322.3	sp	C3YWU0	FUCO_BRAFL	57.471	435	181	3	112	1413	17	448	0.0	553
XM_011421323.3	sp	Q8R1C6	MET22_MOUSE	37.500	256	150	6	221	976	138	387	2.83e-39	153
XM_011421325.3	sp	E9PT23	S38AA_RAT	42.145	401	225	4	186	1382	1	396	2.26e-97	341
XM_011421326.3	sp	Q5FVR8	TBCC1_RAT	45.310	565	290	9	228	1907	8	558	3.55e-173	511
XM_011421329.3	sp	Q28FB9	THOC4_XENTR	59.231	130	46	1	323	712	71	193	1.13e-40	150
XM_011421330.3	sp	P49758	RGS6_HUMAN	37.474	475	240	12	167	1516	8	450	1.21e-85	292
XM_011421331.3	sp	Q9Z2H2	RGS6_MOUSE	37.446	462	233	11	236	1549	21	450	7.00e-83	284
XM_011421332.3	sp	Q9Z2H2	RGS6_MOUSE	37.474	475	240	12	151	1500	8	450	1.36e-85	292
XM_011421334.3	sp	Q9Z2H2	RGS6_MOUSE	38.865	458	240	11	172	1470	8	450	3.62e-88	299
XM_011421335.3	sp	Q9Z2H2	RGS6_MOUSE	37.474	475	240	12	151	1500	8	450	9.53e-86	292
XM_011421336.3	sp	Q9Z2H2	RGS6_MOUSE	37.474	475	240	12	151	1500	8	450	1.27e-85	292
XM_011421337.3	sp	Q9Z2H2	RGS6_MOUSE	37.474	475	240	12	151	1500	8	450	1.50e-85	292
XM_011421338.3	sp	Q9Z2H2	RGS6_MOUSE	37.474	475	240	12	151	1500	8	450	1.50e-85	292
XM_011421339.3	sp	Q9Z2H2	RGS6_MOUSE	37.474	475	240	12	151	1500	8	450	9.54e-86	292
XM_011421340.3	sp	Q9Z2H2	RGS6_MOUSE	37.474	475	240	12	151	1500	8	450	1.71e-85	291
XM_011421341.3	sp	Q9Z2H2	RGS6_MOUSE	37.474	475	240	12	151	1500	8	450	1.68e-85	291
XM_011421342.3	sp	Q9Z2H2	RGS6_MOUSE	37.474	475	240	12	151	1500	8	450	2.51e-89	292
XM_011421343.3	sp	Q9Z2H2	RGS6_MOUSE	37.474	475	240	12	151	1500	8	450	2.02e-90	292
XM_011421345.3	sp	Q9Z2H2	RGS6_MOUSE	37.474	475	240	12	151	1500	8	450	1.10e-85	292
XM_011421346.3	sp	Q9Z2H2	RGS6_MOUSE	37.474	475	240	12	151	1500	8	450	2.01e-90	292
XM_011421347.3	sp	Q9Z2H2	RGS6_MOUSE	37.474	475	240	12	151	1500	8	450	2.89e-90	292
XM_011421348.3	sp	Q9Z2H2	RGS6_MOUSE	37.474	475	240	12	151	1500	8	450	1.78e-90	292
XM_011421349.3	sp	O45782	ARD17_CAEEL	29.375	320	195	10	127	1035	1	306	1.48e-30	129
XM_011421352.3	sp	Q9Z2H2	RGS6_MOUSE	37.474	475	240	12	151	1500	8	450	2.51e-90	292
XM_011421353.3	sp	Q9Z2H2	RGS6_MOUSE	37.474	475	240	12	151	1500	8	450	2.46e-90	292
XM_011421355.3	sp	Q9Z2H2	RGS6_MOUSE	37.474	475	240	12	151	1500	8	450	1.32e-90	292
XM_011421356.3	sp	Q9Z2H2	RGS6_MOUSE	37.474	475	240	12	151	1500	8	450	1.42e-85	292
XM_011421357.3	sp	Q9Z2H2	RGS6_MOUSE	37.474	475	240	12	151	1500	8	450	1.27e-85	292
XM_011421358.3	sp	Q9Z2H2	RGS6_MOUSE	37.474	475	240	12	151	1500	8	450	1.55e-90	292
XM_011421359.3	sp	Q9Z2H2	RGS6_MOUSE	37.474	475	240	12	151	1500	8	450	2.32e-90	292
XM_011421360.3	sp	Q9Z2H2	RGS6_MOUSE	37.474	475	240	12	151	1500	8	450	2.54e-90	292
XM_011421361.3	sp	Q9Z2H2	RGS6_MOUSE	37.474	475	240	12	151	1500	8	450	7.38e-90	292
XM_011421370.3	sp	Q5YCC5	TMC7_CHICK	36.641	655	384	9	630	2564	89	722	5.62e-116	383
XM_011421371.3	sp	Q5YCC5	TMC7_CHICK	36.744	645	385	8	856	2760	91	722	2.85e-115	382
XM_011421373.3	sp	Q5YCC5	TMC7_CHICK	36.866	651	384	9	627	2549	89	722	1.84e-116	385
XM_011421377.3	sp	C3YWU0	FUCO_BRAFL	62.615	436	158	2	140	1444	17	448	0.0	592
XM_011421379.3	sp	Q9VH78	ALG12_DROME	49.785	466	229	1	180	1562	12	477	4.85e-152	456
XM_011421385.3	sp	Q7LFX5	CHSTF_HUMAN	41.823	373	204	5	566	1657	191	559	6.04e-96	318
XM_011421386.3	sp	Q7LFX5	CHSTF_HUMAN	41.823	373	204	5	548	1639	191	559	2.46e-98	318
XM_011421388.3	sp	Q28J82	W11B2_XENTR	45.912	318	170	2	661	1608	10	327	2.03e-93	304
XM_011421395.3	sp	Q8BGY4	KLH26_MOUSE	27.165	589	413	11	144	1877	16	599	1.84e-67	234
XM_011421397.3	sp	Q8BGY4	KLH26_MOUSE	27.320	582	407	11	325	2037	23	599	1.00e-66	234
XM_011421398.3	sp	Q5RGB8	KLH26_DANRE	26.578	602	428	9	55	1830	1	598	2.66e-68	236
XM_011421403.3	sp	Q07263	ACHA3_BOVIN	35.948	459	275	5	1029	2354	25	481	3.30e-93	306
XM_011421410.3	sp	A1A4M4	TATD3_BOVIN	55.351	271	121	0	219	1031	1	271	2.52e-101	304
XM_011421411.3	sp	Q3U1C6	TATD3_MOUSE	54.118	255	117	0	79	843	4	258	4.83e-95	285
XM_011421417.3	sp	Q9JLC4	SORC1_MOUSE	31.122	980	611	29	254	3115	157	1098	3.17e-132	450
XM_011421418.3	sp	Q6NV83	SR140_MOUSE	54.322	856	321	15	152	2641	73	884	0.0	779
XM_011421419.3	sp	Q6NV83	SR140_MOUSE	54.322	856	319	16	152	2635	73	884	0.0	775
XM_011421420.3	sp	Q6NV83	SR140_MOUSE	54.439	856	318	16	152	2635	73	884	0.0	777
XM_011421461.3	sp	O57321	EAA1_AMBTI	50.951	526	226	7	646	2202	41	541	4.08e-144	440
XM_011421475.3	sp	Q9BX70	BTBD2_HUMAN	30.645	434	274	12	116	1363	95	519	3.42e-45	174
XM_011421481.3	sp	Q07263	ACHA3_BOVIN	35.948	459	275	5	861	2186	25	481	1.07e-93	306
XM_011421487.3	sp	Q9VC61	CRERF_DROME	57.447	141	59	1	1818	2237	599	739	1.52e-44	178
XM_011421491.3	sp	Q641F0	PXL2A_XENLA	50.455	220	102	5	445	1092	8	224	1.29e-46	164
XM_011421494.3	sp	Q6DCQ8	P4K2B_XENLA	65.238	420	135	4	138	1364	74	493	0.0	543
XM_011421495.3	sp	Q6DCQ8	P4K2B_XENLA	67.454	381	117	3	729	1850	113	493	0.0	543
XM_011421496.3	sp	O14776	TCRG1_HUMAN	59.110	472	161	3	1594	3006	658	1098	1.05e-135	441
XM_011421496.3	sp	O14776	TCRG1_HUMAN	46.154	156	73	3	955	1422	432	576	1.90e-28	127
XM_011421497.3	sp	O14776	TCRG1_HUMAN	59.110	472	161	3	1572	2984	658	1098	8.30e-136	441
XM_011421497.3	sp	O14776	TCRG1_HUMAN	46.154	156	73	3	933	1400	432	576	1.86e-28	127
XM_011421499.3	sp	O43301	HS12A_HUMAN	28.025	628	315	19	782	2491	125	673	7.10e-62	228
XM_011421503.3	sp	Q6V0I7	FAT4_HUMAN	30.100	1206	775	36	410	3904	640	1818	3.83e-96	352
XM_011421503.3	sp	Q6V0I7	FAT4_HUMAN	28.188	1192	780	29	317	3772	2385	3540	1.34e-94	347
XM_011421503.3	sp	Q6V0I7	FAT4_HUMAN	29.789	1185	745	33	539	3952	1829	2973	2.45e-90	333
XM_011421503.3	sp	Q6V0I7	FAT4_HUMAN	28.141	1162	773	26	467	3853	2120	3252	3.33e-87	323
XM_011421503.3	sp	Q6V0I7	FAT4_HUMAN	29.488	1231	756	40	431	3952	1904	3079	3.36e-86	319
XM_011421503.3	sp	Q6V0I7	FAT4_HUMAN	28.516	1280	832	39	260	3952	1313	2558	5.10e-86	319
XM_011421503.3	sp	Q6V0I7	FAT4_HUMAN	27.883	1266	823	41	260	3910	1627	2851	1.01e-84	315
XM_011421503.3	sp	Q6V0I7	FAT4_HUMAN	28.741	1263	775	38	293	3847	52	1267	1.18e-83	311
XM_011421503.3	sp	Q6V0I7	FAT4_HUMAN	27.429	1050	665	31	686	3664	2601	3610	7.23e-68	259
XM_011421503.3	sp	Q6V0I7	FAT4_HUMAN	28.537	1237	775	47	260	3778	473	1664	4.49e-66	253
XM_011421503.3	sp	Q6V0I7	FAT4_HUMAN	30.498	482	282	16	2516	3853	70	534	2.43e-32	142
XM_011421503.3	sp	Q6V0I7	FAT4_HUMAN	25.510	686	401	26	350	2218	3016	3654	3.29e-21	106
XM_011421517.3	sp	Q9BYN0	SRXN1_HUMAN	69.091	110	32	1	310	639	29	136	8.39e-48	165
XM_011421518.3	sp	Q9BZE3	BARH1_HUMAN	67.391	138	33	5	993	1388	173	304	5.51e-52	185
XM_011421519.3	sp	Q9BZE3	BARH1_HUMAN	67.391	138	33	5	953	1348	173	304	6.54e-52	184
XM_011421520.3	sp	Q9BZE3	BARH1_HUMAN	49.187	246	93	9	378	1091	83	304	4.39e-51	177
XM_011421521.3	sp	Q9BZE3	BARH1_HUMAN	72.043	93	25	1	443	718	174	266	3.27e-36	135
XM_011421529.3	sp	Q6P026	BAF_DANRE	70.000	90	27	0	172	441	1	90	1.67e-43	142
XM_011421530.2	sp	Q6P026	BAF_DANRE	77.778	90	20	0	204	473	1	90	4.90e-44	154
XM_011421531.3	sp	Q5RFT1	S35F6_PONAB	35.593	413	216	10	59	1285	1	367	3.54e-64	221
XM_011421533.3	sp	O55236	MCE1_MOUSE	55.743	592	242	7	217	1950	7	592	0.0	674
XM_011421536.3	sp	P06276	CHLE_HUMAN	32.226	602	338	22	79	1824	12	563	1.49e-74	262
XM_011421537.3	sp	Q9CR89	ERGI2_MOUSE	51.247	361	168	5	206	1288	1	353	1.54e-128	385
XM_011421538.3	sp	Q9CR89	ERGI2_MOUSE	51.247	361	168	5	309	1391	1	353	4.12e-128	385
XM_011421539.3	sp	Q9CR89	ERGI2_MOUSE	51.247	361	168	5	349	1431	1	353	6.29e-128	385
XM_011421542.3	sp	Q711G3	IAH1_RAT	47.982	223	112	4	109	768	14	235	3.64e-64	204
XM_011421543.3	sp	Q4ZHG4	FNDC1_HUMAN	41.085	129	71	3	1067	1450	1767	1891	1.47e-23	110
XM_011421545.3	sp	Q9JLB4	CUBN_MOUSE	26.691	813	526	29	193	2544	734	1505	1.35e-59	229
XM_011421545.3	sp	Q9JLB4	CUBN_MOUSE	26.848	771	498	25	385	2607	451	1185	3.54e-57	222
XM_011421545.3	sp	Q9JLB4	CUBN_MOUSE	24.791	839	557	28	118	2538	590	1386	3.96e-54	212
XM_011421545.3	sp	Q9JLB4	CUBN_MOUSE	24.419	860	578	30	82	2562	462	1282	2.75e-51	203
XM_011421545.3	sp	Q9JLB4	CUBN_MOUSE	25.700	821	538	34	193	2541	2247	3033	1.80e-50	200
XM_011421545.3	sp	Q9JLB4	CUBN_MOUSE	25.581	817	510	34	259	2544	1674	2447	4.68e-49	196
XM_011421545.3	sp	Q9JLB4	CUBN_MOUSE	25.089	845	554	33	85	2514	1154	1954	3.34e-42	173
XM_011421545.3	sp	Q9JLB4	CUBN_MOUSE	24.730	740	490	25	91	2193	2911	3622	1.26e-38	162
XM_011421545.3	sp	Q9JLB4	CUBN_MOUSE	22.121	877	595	31	82	2562	2677	3515	2.47e-32	141
XM_011421547.3	sp	Q6ZNB7	ALKMO_HUMAN	51.701	441	209	3	80	1396	2	440	1.44e-146	436
XM_011421548.3	sp	Q6ZNB7	ALKMO_HUMAN	51.927	441	208	3	81	1397	2	440	3.09e-147	437
XM_011421555.3	sp	O60921	HUS1_HUMAN	56.294	286	119	1	166	1023	1	280	8.81e-116	340
XM_011421556.3	sp	Q8BP00	IQCB1_MOUSE	34.095	569	364	7	124	1818	7	568	1.17e-98	317
XM_011421557.3	sp	Q07263	ACHA3_BOVIN	35.948	459	275	5	635	1960	25	481	2.05e-94	306
XM_011421558.3	sp	Q99MD6	TRXR3_MOUSE	62.950	583	213	3	214	1953	70	652	0.0	738
XM_011421559.2	sp	Q6AYD3	PA2G4_RAT	61.690	355	134	2	79	1140	5	358	3.05e-157	458
XM_011421562.3	sp	O82480	RAC7_ARATH	40.116	172	101	2	293	805	5	175	1.75e-29	114
XM_011421566.3	sp	Q99MD6	TRXR3_MOUSE	62.950	583	213	3	216	1955	70	652	0.0	739
XM_011421573.3	sp	Q99MD6	TRXR3_MOUSE	62.950	583	213	3	182	1921	70	652	0.0	738
XM_011421578.3	sp	Q8BYF6	SC5A8_MOUSE	42.729	557	301	8	672	2303	9	560	5.20e-140	433
XM_011421579.3	sp	Q8BYF6	SC5A8_MOUSE	42.729	557	301	8	400	2031	9	560	4.66e-141	433
XM_011421580.3	sp	D3ZTX0	TMED7_RAT	62.500	192	71	1	196	771	36	226	4.65e-83	261
XM_011421581.3	sp	D3ZTX0	TMED7_RAT	63.298	188	64	1	199	762	36	218	8.20e-77	254
XM_011421582.3	sp	D3ZTX0	TMED7_RAT	65.217	184	63	1	197	748	36	218	5.60e-82	268
XM_011421596.3	sp	B4F6I5	FICD_XENTR	60.234	342	134	2	287	1312	83	422	6.47e-137	432
XM_011421597.3	sp	Q6DRI7	DDX51_DANRE	47.826	529	235	4	609	2168	136	632	6.64e-157	473
XM_011421598.3	sp	Q9UJA3	MCM8_HUMAN	64.103	780	266	6	483	2786	62	839	0.0	997
XM_011421600.3	sp	Q9UJA3	MCM8_HUMAN	64.103	780	266	6	413	2716	62	839	0.0	997
XM_011421601.3	sp	Q9UJA3	MCM8_HUMAN	64.103	780	266	6	394	2697	62	839	0.0	997
XM_011421603.3	sp	O77245	E75_METEN	41.908	346	195	4	666	1688	30	374	1.23e-79	280
XM_011421611.3	sp	Q9QXD6	F16P1_MOUSE	62.500	336	124	2	142	1146	1	335	2.92e-145	426
XM_011421612.3	sp	Q99MY8	ASH1L_MOUSE	46.653	971	445	14	4543	7269	1984	2943	0.0	852
XM_011421613.3	sp	Q99MY8	ASH1L_MOUSE	46.653	971	445	14	4525	7251	1984	2943	0.0	852
XM_011421614.3	sp	Q99MY8	ASH1L_MOUSE	47.285	884	404	10	4669	7146	2064	2943	0.0	806
XM_011421626.3	sp	Q62665	LEG8_RAT	33.333	321	181	5	335	1294	26	314	1.23e-50	179
XM_011421627.3	sp	O00214	LEG8_HUMAN	34.868	304	179	4	344	1252	30	315	3.15e-52	182
XM_011421630.3	sp	Q05B60	NUD14_BOVIN	43.396	212	112	2	99	710	1	212	3.87e-50	166
XM_011421631.3	sp	Q05B60	NUD14_BOVIN	42.453	212	114	2	99	710	1	212	5.14e-49	163
XM_011421633.3	sp	Q6WKZ8	UBR2_MOUSE	44.104	1764	888	37	233	5413	53	1755	0.0	1341
XM_011421634.3	sp	Q07263	ACHA3_BOVIN	35.948	459	275	5	736	2061	25	481	4.42e-94	306
XM_011421635.3	sp	Q6WKZ8	UBR2_MOUSE	43.991	1764	890	37	233	5413	53	1755	0.0	1336
XM_011421636.3	sp	Q6WKZ8	UBR2_MOUSE	43.959	1763	891	36	233	5410	53	1755	0.0	1338
XM_011421637.3	sp	Q6ZNA1	ZN836_HUMAN	27.071	676	373	28	441	2219	274	912	5.10e-42	170
XM_011421637.3	sp	Q6ZNA1	ZN836_HUMAN	26.132	574	363	20	585	2219	203	744	2.33e-33	143
XM_011421638.3	sp	Q9UIU6	SIX4_HUMAN	74.725	182	46	0	642	1187	106	287	3.14e-91	312
XM_011421640.3	sp	Q13591	SEM5A_HUMAN	40.772	959	513	21	1108	3903	60	990	0.0	723
XM_011421641.3	sp	Q13591	SEM5A_HUMAN	40.772	959	513	21	398	3193	60	990	0.0	723
XM_011421643.3	sp	Q9UBP9	GULP1_HUMAN	61.326	181	70	0	549	1091	11	191	4.52e-70	238
XM_011421644.3	sp	Q9UBP9	GULP1_HUMAN	61.326	181	70	0	549	1091	11	191	5.26e-70	238
XM_011421646.3	sp	Q32PV0	GULP1_DANRE	56.872	211	88	1	549	1181	11	218	6.69e-71	240
XM_011421650.3	sp	Q9VN14	CONT_DROME	33.424	1098	669	21	559	3789	299	1355	1.65e-159	524
XM_011421651.3	sp	P19538	CI_DROME	85.143	175	25	1	2081	2602	441	615	1.42e-93	339
XM_011421652.3	sp	P19538	CI_DROME	85.143	175	25	1	1835	2356	441	615	1.35e-93	339
XM_011421654.3	sp	P19538	CI_DROME	85.143	175	25	1	2062	2583	441	615	1.41e-93	339
XM_011421663.2	sp	Q91VN6	DDX41_MOUSE	78.493	544	117	0	364	1995	79	622	0.0	860
XM_011421664.3	sp	Q24157	BRN_DROME	35.366	246	145	4	1151	1867	80	318	2.21e-43	164
XM_011421676.3	sp	Q8R1F9	RPP40_MOUSE	27.645	293	192	7	228	1070	67	351	2.40e-22	100
XM_011421678.3	sp	Q8R1F9	RPP40_MOUSE	27.645	293	192	7	238	1080	67	351	2.25e-22	100
XM_011421700.3	sp	Q0VA04	SMG8_XENTR	43.060	562	297	10	97	1728	24	580	4.61e-125	407
XM_011421700.3	sp	Q0VA04	SMG8_XENTR	38.889	252	138	6	2335	3054	663	910	1.27e-43	175
XM_011421704.2	sp	Q9NQQ7	S35C2_HUMAN	55.625	320	140	1	179	1138	9	326	3.46e-102	312
XM_011421711.3	sp	Q07263	ACHA3_BOVIN	35.948	459	275	5	542	1867	25	481	2.46e-94	306
XM_011421714.3	sp	Q7T3S3	CHSTB_DANRE	35.922	206	122	4	642	1238	108	310	5.77e-34	136
XM_011421739.3	sp	Q8N865	SMIP4_HUMAN	37.500	272	149	8	161	952	75	333	8.11e-38	154
XM_011421742.3	sp	Q60HD2	ATLA1_MACFA	39.048	420	238	8	145	1389	24	430	1.81e-86	284
XM_011421745.3	sp	Q9GLK0	TGM1_CANLF	36.589	686	418	9	460	2505	101	773	5.50e-144	452
XM_011421746.3	sp	Q9GLK0	TGM1_CANLF	37.031	667	407	8	489	2477	116	773	1.29e-143	451
XM_011421747.3	sp	P82251	BAT1_HUMAN	51.225	449	212	1	226	1572	17	458	1.75e-162	481
XM_011421749.3	sp	Q0VCW3	BANP_BOVIN	46.386	332	121	8	388	1230	34	359	2.87e-80	272
XM_011421750.3	sp	Q6UW63	PLGT2_HUMAN	56.809	470	200	2	251	1657	19	486	8.11e-179	546
XM_011421754.3	sp	Q6QQT1	S39A1_TAKRU	31.987	297	173	8	285	1160	4	276	6.58e-23	102
XM_011421755.3	sp	Q9JLV6	PNKP_MOUSE	53.743	374	171	2	971	2086	146	519	1.40e-147	443
XM_011421777.3	sp	Q07263	ACHA3_BOVIN	35.948	459	275	5	295	1620	25	481	3.41e-95	306
XM_011421779.3	sp	Q9MYM7	B3GT1_PONPY	34.496	258	160	5	545	1306	63	315	2.91e-42	157
XM_011421780.3	sp	Q7TPD1	FBX11_MOUSE	74.840	779	191	3	388	2721	156	930	0.0	1189
XM_011421783.3	sp	Q6AXQ2	EFC11_RAT	44.218	147	79	1	187	627	15	158	1.25e-37	131
XM_011421789.3	sp	P51521	OVO_DROME	67.114	149	49	0	1727	2173	1188	1336	2.20e-64	238
XM_011421793.3	sp	Q5SSL4	ABR_MOUSE	37.230	787	413	17	1890	4115	89	839	2.04e-146	481
XM_011421794.3	sp	Q5SSL4	ABR_MOUSE	37.661	778	413	16	1890	4088	89	839	4.24e-149	489
XM_011421797.3	sp	Q9W704	RIPA_XENLA	37.719	228	128	7	130	789	5	226	2.80e-40	144
XM_011421798.3	sp	Q9W704	RIPA_XENLA	37.719	228	129	6	130	792	5	226	5.58e-42	149
XM_011421799.3	sp	Q9W704	RIPA_XENLA	37.719	228	129	6	136	798	5	226	9.55e-42	148
XM_011421803.3	sp	Q13619	CUL4A_HUMAN	70.959	761	212	3	284	2554	4	759	0.0	1094
XM_011421805.3	sp	P78312	F193A_HUMAN	44.351	239	112	6	956	1639	1	229	1.32e-47	192
XM_011421816.3	sp	Q96RW7	HMCN1_HUMAN	37.736	265	135	13	311	1105	4521	4755	3.17e-33	137
XM_011421816.3	sp	Q96RW7	HMCN1_HUMAN	36.531	271	141	13	296	1105	4572	4812	3.51e-33	137
XM_011421816.3	sp	Q96RW7	HMCN1_HUMAN	36.567	268	133	15	314	1105	4635	4869	8.91e-32	132
XM_011421816.3	sp	Q96RW7	HMCN1_HUMAN	36.574	216	112	11	302	940	4688	4881	2.21e-22	104
XM_011421824.3	sp	Q9NQV7	PRDM9_HUMAN	33.333	219	116	8	1401	2030	171	368	1.22e-21	104
XM_011421842.3	sp	Q5EA95	IFT57_BOVIN	65.414	399	133	1	116	1312	26	419	5.26e-176	504
XM_011421853.3	sp	Q28C22	OGFD2_XENTR	53.779	344	151	3	232	1251	9	348	1.70e-127	389
XM_011421855.3	sp	Q28C22	OGFD2_XENTR	46.802	344	138	4	232	1140	9	348	2.41e-99	315
XM_011421861.3	sp	Q9Z0J4	NOS1_MOUSE	50.034	1471	667	18	437	4813	14	1428	0.0	1435
XM_011421869.3	sp	P62313	LSM6_MOUSE	98.684	76	1	0	144	371	4	79	5.21e-48	155
XM_011421889.3	sp	Q5R5X0	PININ_PONAB	41.288	264	140	6	32	808	4	257	9.03e-35	144
XM_011421890.3	sp	F1QMV3	TPC6B_DANRE	68.153	157	47	2	68	532	1	156	1.36e-75	238
XM_011421894.3	sp	P0DUE1	STING_MAGGI	25.484	310	216	8	526	1434	33	334	1.77e-25	114
XM_011421895.3	sp	P0DUE1	STING_MAGGI	25.484	310	216	8	507	1415	33	334	1.75e-25	114
XM_011421910.3	sp	P43300	EGR3_MOUSE	75.373	134	33	0	1433	1834	251	384	6.93e-64	223
XM_011421911.3	sp	Q3T000	YKT6_BOVIN	62.626	198	74	0	188	781	1	198	5.84e-74	246
XM_011421912.3	sp	Q5RAS7	AMMR1_PONAB	68.912	193	60	0	156	734	125	317	9.42e-90	295
XM_011421924.3	sp	Q96II8	LRCH3_HUMAN	53.942	241	110	1	107	829	39	278	7.73e-66	243
